fecha,mes_venta,nombre_del_vendedor,nombre_del_supermercado,representante_de_compras,estado,ciudad,categoria,producto,presentacion,precio_unitario_usd,cantidad_comprada,valor_total_usd,forma_pago,tipo_producto
2024-02-28,2024-02,Jackson George,The House of Flavor,McAllister Alexander,Florida,Tampa,Cremas,Crema batida,Spray 250ml,3.75,258,967.5,Tarjeta de débito,Crema batida
2024-11-08,2024-11,Davis Olivia,The Family Grocer,Brown Margaret,Florida,Miami,Otros,Cuajada,Envase 250g,2.2,208,457.6,Tarjeta de crédito,Cuajada
2024-01-30,2024-01,Zeller Sophie,Hyper Foods,Brightman Abigail,Florida,Miami,Quesos,Queso mozzarella,Paquete 200g,3.75,76,285.0,Tarjeta de débito,Queso mozzarella
2024-10-27,2024-10,Jackson George,Select Market,Bélanger Theodore,Massachusetts,Springfield,Quesos,Queso blanco,Bloque 500g,5.0,420,2100.0,Tarjeta de débito,Queso blanco
2024-10-26,2024-10,Lee Charlotte,The Grocery Store,McBride Evelyn,Texas,Austin,Otros,Suero de leche,Botella 1L,2.0,926,1852.0,PayPal,Suero de leche
2024-05-25,2024-05,Smith Noah,Food Emporium,Iacoca William,Florida,Orlando,Cremas,Crema de leche,Cartón 946ml,5.99,927,5552.73,Tarjeta de débito,Crema de leche
2024-06-02,2024-06,Anderson James,Exquisite Foods Market,Rogers Harper,Massachusetts,Boston,Cremas,Crema agria,Tarrina 200g,2.5,30,75.0,Efectivo,Crema agria
2024-03-02,2024-03,Zeller Sophie,Sky Blue Market,Taylor Jacob,Nueva York,New York City,Quesos,Queso azul gorgonzola,Cuña 150g,6.0,558,3348.0,Tarjeta de débito,Queso azul gorgonzola
2024-10-16,2024-10,Davis Olivia,The Grocery Store,McBride Evelyn,Nueva York,Buffalo,Quesos,Queso camembert,Cuña 200g,6.0,921,5526.0,Tarjeta de débito,Queso camembert
2024-12-26,2024-12,Davis Olivia,The Family Grocer,Brown Margaret,Florida,Jacksonville,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,407,2340.25,Tarjeta de débito,Mantequilla clarificada (ghee)
2024-01-16,2024-01,Anderson James,Sky Blue Market,Taylor Jacob,Florida,Orlando,Cremas,Crema agria,Tarrina 200g,2.5,74,185.0,Transferencia bancaria,Crema agria
2024-10-29,2024-10,Anderson James,Culinary Treasures,Koch Emma,Nueva York,Rochester,Yogur,Yogur con frutas,Individual,1.2,268,321.6,Transferencia bancaria,Yogur con frutas
2024-04-16,2024-04,Zeller Sophie,My Market,Johnson Alice,California,San Francisco,Otros,Cuajada,Envase 250g,2.2,807,1775.4,Tarjeta de débito,Cuajada
2024-05-19,2024-05,Smith Noah,My Market,Johnson Alice,Florida,Tampa,Leche,Leche entera,Litro,1.25,261,326.25,Efectivo,Leche entera
2024-02-24,2024-02,Lee Charlotte,Corner Delicatessen,Clark Eleonor,California,San Jose,Quesos,Queso edam,Bloque 300g,4.75,902,4284.5,Tarjeta de débito,Queso edam
2024-02-07,2024-02,Jackson George,The House of Flavor,McAllister Alexander,Florida,Miami,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,537,2148.0,Transferencia bancaria,Mantequilla con sal
2024-07-10,2024-07,Davis Olivia,Red Rose,Martinez Patricia,Nueva York,Buffalo,Leche,Leche en polvo,Bolsa 400g,3.0,791,2373.0,Efectivo,Leche en polvo
2024-06-19,2024-06,Williams Chloe,Select Market,Bélanger Theodore,Nueva York,Buffalo,Yogur,Yogur griego,Individual,1.5,255,382.5,Tarjeta de débito,Yogur griego
2024-05-13,2024-05,Davis Olivia,Exquisite Foods Market,Rogers Harper,Texas,Austin,Quesos,Queso azul roquefort,Cuña 150g,6.25,497,3106.25,Tarjeta de débito,Queso azul roquefort
2024-06-26,2024-06,Zeller Sophie,The House of Flavor,McAllister Alexander,Florida,Orlando,Cremas,Crema de leche,Cartón 946ml,5.99,190,1138.1,Tarjeta de crédito,Crema de leche
2024-11-22,2024-11,Smith Noah,Food Emporium,Iacoca William,California,San Diego,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,537,2148.0,PayPal,Mantequilla con sal
2024-03-16,2024-03,Zeller Sophie,The Pantry,Wilson Ethan,Nueva York,New York City,Leche,Leche evaporada,Lata 354ml,2.3,78,179.4,Efectivo,Leche evaporada
2024-10-03,2024-10,Davis Olivia,Super Everything,Fraser Michael,Florida,Tampa,Otros,Suero de leche,Botella 1L,2.0,277,554.0,Efectivo,Suero de leche
2024-06-10,2024-06,Lee Charlotte,Corner Delicatessen,Clark Eleonor,California,Los Angeles,Leche,Leche saborizada,Individual,1.0,25,25.0,Tarjeta de débito,Leche saborizada
2024-01-19,2024-01,Williams Chloe,The Grocery Store,McBride Evelyn,California,Los Angeles,Cremas,Queso crema,Tarrina 250g,2.8,976,2732.8,Transferencia bancaria,Queso crema
2024-09-12,2024-09,Lee Charlotte,The House of Flavor,McAllister Alexander,Massachusetts,Springfield,Quesos,Queso azul roquefort,Cuña 150g,6.25,652,4075.0,Efectivo,Queso azul roquefort
2024-06-29,2024-06,Lee Charlotte,Super Everything,Fraser Michael,Massachusetts,Lowell,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,731,2924.0,Transferencia bancaria,Mantequilla con sal
2024-02-05,2024-02,Zeller Sophie,My Market,Johnson Alice,Nueva York,Yonkers,Yogur,Yogur con frutas,Individual,1.2,115,138.0,Tarjeta de crédito,Yogur con frutas
2024-01-31,2024-01,Smith Noah,Super Saber,Lee Lucas,Texas,Houston,Quesos,Queso gruyere,Bloque 300g,5.5,37,203.5,Transferencia bancaria,Queso gruyere
2024-03-20,2024-03,Anderson James,Pekos Foods,Dubbois Frank,Nueva York,Rochester,Leche,Leche saborizada,Individual,1.0,410,410.0,Transferencia bancaria,Leche saborizada
2024-10-02,2024-10,Davis Olivia,Super Everything,Fraser Michael,Nueva York,Yonkers,Leche,Bebidas lácteas,Botella 1L,2.0,203,406.0,Transferencia bancaria,Bebidas lácteas
2024-11-11,2024-11,Lee Charlotte,The House of Flavor,McAllister Alexander,Massachusetts,Boston,Yogur,Yogur natural,Familiar 1L,3.5,129,451.5,Transferencia bancaria,Yogur natural
2024-07-24,2024-07,Zeller Sophie,My Market,Johnson Alice,Nueva York,New York City,Yogur,Yogur griego,Individual,1.5,76,114.0,Transferencia bancaria,Yogur griego
2024-10-22,2024-10,Smith Noah,Sky Blue Market,Taylor Jacob,Massachusetts,Worcester,Cremas,Crema de leche,Cartón 946ml,5.99,433,2593.67,Tarjeta de débito,Crema de leche
2024-07-19,2024-07,Davis Olivia,The House of Flavor,McAllister Alexander,Florida,Miami,Quesos,Queso gruyere,Bloque 300g,5.5,829,4559.5,Tarjeta de crédito,Queso gruyere
2024-09-02,2024-09,Smith Noah,Corner Delicatessen,Clark Eleonor,Nueva York,New York City,Otros,Suero de leche,Botella 1L,2.0,252,504.0,PayPal,Suero de leche
2024-01-03,2024-01,Williams Chloe,My Market,Johnson Alice,Massachusetts,Worcester,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,816,3264.0,Efectivo,Mantequilla con sal
2024-11-13,2024-11,Smith Noah,Pekos Foods,Dubbois Frank,Nueva York,Yonkers,Leche,Leche saborizada,Botella 500 ml,1.5,814,1221.0,Tarjeta de crédito,Leche saborizada
2024-03-03,2024-03,Anderson James,Sky Blue Market,Taylor Jacob,California,San Jose,Cremas,Crema agria,Tarrina 200g,2.5,920,2300.0,Tarjeta de crédito,Crema agria
2024-02-05,2024-02,Jackson George,The Food Barn,Tremblay Ana,Massachusetts,Boston,Otros,Cuajada,Envase 250g,2.2,375,825.0,Tarjeta de crédito,Cuajada
2024-05-15,2024-05,Davis Olivia,The Family Grocer,Brown Margaret,Nueva York,Buffalo,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,428,1797.6,PayPal,Mantequilla sin sal
2024-11-03,2024-11,Davis Olivia,The Food Barn,Tremblay Ana,Texas,Austin,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,924,3880.8,Efectivo,Mantequilla sin sal
2024-08-03,2024-08,Zeller Sophie,Red Rose,Martinez Patricia,Nueva York,Rochester,Otros,Helado,Tarrina 500ml,4.25,623,2647.75,Efectivo,Helado
2024-05-14,2024-05,Williams Chloe,Exquisite Foods Market,Rogers Harper,Nueva York,Yonkers,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,191,1098.25,Tarjeta de crédito,Mantequilla clarificada (ghee)
2024-07-16,2024-07,Lee Charlotte,Central Supermarket,Smith Patricia,Texas,Austin,Quesos,Queso ricota,Envase 250g,4.0,456,1824.0,Efectivo,Queso ricota
2024-10-09,2024-10,Davis Olivia,The House of Flavor,McAllister Alexander,Nueva York,Rochester,Leche,Leche deslactosada,Litro,1.3,92,119.6,Tarjeta de crédito,Leche deslactosada
2024-07-03,2024-07,Jackson George,Pekos Foods,Dubbois Frank,California,San Diego,Cremas,Crema agria,Tarrina 200g,2.5,912,2280.0,Efectivo,Crema agria
2024-04-18,2024-04,Jackson George,Food Emporium,Iacoca William,Florida,Miami,Leche,Leche en polvo,Bolsa 400g,3.0,578,1734.0,Efectivo,Leche en polvo
2024-10-16,2024-10,Williams Chloe,Pekos Foods,Dubbois Frank,Nueva York,Rochester,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,439,1756.0,Tarjeta de crédito,Mantequilla con sal
2024-03-07,2024-03,Lee Charlotte,The Food Barn,Tremblay Ana,Texas,Dallas,Leche,Leche semidescremada,Litro,1.2,677,812.4,Tarjeta de débito,Leche semidescremada
2024-05-23,2024-05,Smith Noah,The Grocery Store,McBride Evelyn,Massachusetts,Springfield,Quesos,Queso parmesano,Rallado 150g,4.8,72,345.6,Efectivo,Queso parmesano
2024-03-14,2024-03,Jackson George,The Food Barn,Tremblay Ana,Texas,Houston,Cremas,Crema batida,Spray 250ml,3.75,894,3352.5,Tarjeta de débito,Crema batida
2024-02-27,2024-02,Smith Noah,Food Emporium,Iacoca William,Nueva York,Rochester,Otros,Cuajada,Envase 250g,2.2,684,1504.8,Transferencia bancaria,Cuajada
2024-10-25,2024-10,Anderson James,Super Everything,Fraser Michael,Texas,Houston,Yogur,Yogur natural,Individual,1.0,279,279.0,Tarjeta de crédito,Yogur natural
2024-04-24,2024-04,Davis Olivia,Food Emporium,Iacoca William,Florida,Jacksonville,Cremas,Queso crema,Tarrina 250g,2.8,151,422.8,Tarjeta de débito,Queso crema
2024-12-09,2024-12,Lee Charlotte,The Grocery Store,McBride Evelyn,Florida,Orlando,Otros,Suero de leche,Botella 1L,2.0,741,1482.0,Tarjeta de crédito,Suero de leche
2024-10-13,2024-10,Lee Charlotte,Corner Delicatessen,Clark Eleonor,California,Los Angeles,Leche,Leche en polvo,Bolsa 800g,5.5,387,2128.5,Tarjeta de crédito,Leche en polvo
2024-07-15,2024-07,Davis Olivia,The House of Flavor,McAllister Alexander,California,San Diego,Cremas,Crema de leche,Cartón 946ml,5.99,823,4929.77,Transferencia bancaria,Crema de leche
2024-12-15,2024-12,Anderson James,Exquisite Foods Market,Rogers Harper,Texas,Dallas,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,113,474.6,Efectivo,Mantequilla sin sal
2024-06-30,2024-06,Williams Chloe,The House of Flavor,McAllister Alexander,Nueva York,Buffalo,Cremas,Crema de leche,Cartón 946ml,5.99,939,5624.61,PayPal,Crema de leche
2024-04-24,2024-04,Lee Charlotte,The Little Bee,Hunter Mark,Florida,Tampa,Yogur,Yogur con frutas,Individual,1.2,357,428.4,Efectivo,Yogur con frutas
2024-04-04,2024-04,Davis Olivia,Hyper Foods,Brightman Abigail,California,San Diego,Cremas,Queso crema,Tarrina 250g,2.8,950,2660.0,Tarjeta de crédito,Queso crema
2024-05-28,2024-05,Jackson George,Exquisite Foods Market,Rogers Harper,Nueva York,Rochester,Quesos,Queso parmesano,Rallado 150g,4.8,372,1785.6,Tarjeta de débito,Queso parmesano
2024-07-03,2024-07,Zeller Sophie,My Market,Johnson Alice,Nueva York,Yonkers,Cremas,Crema agria,Tarrina 200g,2.5,959,2397.5,Transferencia bancaria,Crema agria
2024-10-25,2024-10,Davis Olivia,The House of Flavor,McAllister Alexander,Nueva York,Yonkers,Cremas,Crema agria,Tarrina 200g,2.5,871,2177.5,PayPal,Crema agria
2024-06-13,2024-06,Anderson James,Corner Delicatessen,Clark Eleonor,Texas,Dallas,Otros,Helado,Tarrina 500ml,4.25,637,2707.25,Transferencia bancaria,Helado
2024-11-20,2024-11,Anderson James,Select Market,Bélanger Theodore,Florida,Jacksonville,Leche,Leche saborizada,Botella 500 ml,1.5,618,927.0,PayPal,Leche saborizada
2024-02-04,2024-02,Anderson James,Hyper Foods,Brightman Abigail,Florida,Orlando,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,621,2608.2,Tarjeta de débito,Mantequilla sin sal
2024-06-28,2024-06,Smith Noah,Culinary Treasures,Koch Emma,Nueva York,Yonkers,Quesos,Queso ricota,Envase 250g,4.0,765,3060.0,Transferencia bancaria,Queso ricota
2024-09-22,2024-09,Jackson George,Hyper Foods,Brightman Abigail,Massachusetts,Worcester,Otros,Dulce de leche,Frasco 250g,3.0,107,321.0,Tarjeta de crédito,Dulce de leche
2024-10-06,2024-10,Lee Charlotte,Culinary Treasures,Koch Emma,Nueva York,Buffalo,Otros,Cuajada,Envase 250g,2.2,86,189.2,Transferencia bancaria,Cuajada
2024-06-24,2024-06,Lee Charlotte,Culinary Treasures,Koch Emma,Massachusetts,Boston,Quesos,Queso parmesano,Rallado 150g,4.8,375,1800.0,PayPal,Queso parmesano
2024-01-27,2024-01,Zeller Sophie,The Grocery Store,McBride Evelyn,Florida,Jacksonville,Quesos,Queso ricota,Envase 250g,4.0,80,320.0,Tarjeta de débito,Queso ricota
2024-08-30,2024-08,Williams Chloe,The House of Flavor,McAllister Alexander,California,San Francisco,Leche,Leche en polvo,Bolsa 400g,3.0,657,1971.0,Tarjeta de crédito,Leche en polvo
2024-12-12,2024-12,Lee Charlotte,The Grocery Store,McBride Evelyn,Texas,Dallas,Otros,Suero de leche,Botella 1L,2.0,417,834.0,Transferencia bancaria,Suero de leche
2024-06-27,2024-06,Williams Chloe,My Market,Johnson Alice,Texas,San Antonio,Yogur,Yogur natural,Familiar 1L,3.5,474,1659.0,Tarjeta de débito,Yogur natural
2024-03-06,2024-03,Anderson James,Central Supermarket,Smith Patricia,Massachusetts,Boston,Quesos,Queso para untar,Tarrina 250g,3.2,667,2134.4,Tarjeta de débito,Queso para untar
2024-04-07,2024-04,Lee Charlotte,Select Market,Bélanger Theodore,Florida,Tampa,Quesos,Queso azul gorgonzola,Cuña 150g,6.0,498,2988.0,Tarjeta de débito,Queso azul gorgonzola
2024-06-03,2024-06,Williams Chloe,The Grocery Store,McBride Evelyn,Massachusetts,Boston,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,551,2314.2,Efectivo,Mantequilla sin sal
2024-03-28,2024-03,Smith Noah,Exquisite Foods Market,Rogers Harper,Nueva York,Rochester,Cremas,Queso crema,Tarrina 250g,2.8,383,1072.4,Tarjeta de débito,Queso crema
2024-09-26,2024-09,Davis Olivia,Town Market,Gagnon James,California,San Francisco,Leche,Leche en polvo,Bolsa 400g,3.0,180,540.0,Tarjeta de débito,Leche en polvo
2024-04-26,2024-04,Zeller Sophie,The Food Barn,Tremblay Ana,Texas,Dallas,Cremas,Queso crema,Tarrina 250g,2.8,23,64.4,PayPal,Queso crema
2024-05-10,2024-05,Zeller Sophie,Pekos Foods,Dubbois Frank,Texas,Houston,Yogur,Yogur con frutas,Individual,1.2,106,127.2,Transferencia bancaria,Yogur con frutas
2024-09-06,2024-09,Davis Olivia,Central Supermarket,Smith Patricia,Nueva York,Buffalo,Cremas,Crema agria,Tarrina 200g,2.5,982,2455.0,Efectivo,Crema agria
2024-04-25,2024-04,Jackson George,Super Saber,Lee Lucas,Massachusetts,Boston,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,533,2238.6,Tarjeta de débito,Mantequilla sin sal
2024-06-06,2024-06,Davis Olivia,Sky Blue Market,Taylor Jacob,Florida,Orlando,Quesos,Queso mozzarella,Paquete 200g,3.75,576,2160.0,Tarjeta de crédito,Queso mozzarella
2024-11-21,2024-11,Anderson James,The Little Bee,Hunter Mark,Texas,Austin,Otros,Helado,Tarrina 500ml,4.25,459,1950.75,PayPal,Helado
2024-12-28,2024-12,Davis Olivia,Select Market,Bélanger Theodore,Texas,San Antonio,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,962,3848.0,Transferencia bancaria,Mantequilla con sal
2024-06-16,2024-06,Zeller Sophie,My Market,Johnson Alice,Nueva York,Yonkers,Quesos,Queso havarti,Bloque 200g,5.25,374,1963.5,Efectivo,Queso havarti
2024-03-19,2024-03,Zeller Sophie,Red Rose,Martinez Patricia,California,San Diego,Otros,Suero de leche,Botella 1L,2.0,901,1802.0,PayPal,Suero de leche
2024-02-16,2024-02,Lee Charlotte,The Pantry,Wilson Ethan,Nueva York,Yonkers,Otros,Cuajada,Envase 250g,2.2,269,591.8,Efectivo,Cuajada
2024-04-30,2024-04,Jackson George,Corner Delicatessen,Clark Eleonor,Florida,Jacksonville,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,843,4847.25,Tarjeta de crédito,Mantequilla clarificada (ghee)
2024-01-07,2024-01,Davis Olivia,Pekos Foods,Dubbois Frank,Texas,Houston,Otros,Dulce de leche,Frasco 250g,3.0,592,1776.0,PayPal,Dulce de leche
2024-01-21,2024-01,Zeller Sophie,Culinary Treasures,Koch Emma,Florida,Orlando,Yogur,Yogur natural,Individual,1.0,671,671.0,Tarjeta de crédito,Yogur natural
2024-01-27,2024-01,Jackson George,The Family Grocer,Brown Margaret,Texas,Houston,Leche,Leche semidescremada,Litro,1.2,847,1016.4,Transferencia bancaria,Leche semidescremada
2024-12-24,2024-12,Smith Noah,Hyper Foods,Brightman Abigail,Nueva York,Yonkers,Otros,Cuajada,Envase 250g,2.2,843,1854.6,Transferencia bancaria,Cuajada
2024-05-27,2024-05,Lee Charlotte,Central Supermarket,Smith Patricia,Texas,Houston,Quesos,Queso gouda,Bloque 300g,4.5,321,1444.5,Transferencia bancaria,Queso gouda
2024-11-20,2024-11,Jackson George,Food Emporium,Iacoca William,Texas,San Antonio,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,234,982.8,PayPal,Mantequilla sin sal
2024-10-05,2024-10,Jackson George,Culinary Treasures,Koch Emma,Massachusetts,Lowell,Leche,Leche en polvo,Bolsa 400g,3.0,201,603.0,Transferencia bancaria,Leche en polvo
2024-12-02,2024-12,Zeller Sophie,Super Saber,Lee Lucas,California,San Diego,Cremas,Queso crema,Tarrina 250g,2.8,355,994.0,PayPal,Queso crema
2024-04-03,2024-04,Williams Chloe,The Pantry,Wilson Ethan,Nueva York,New York City,Cremas,Queso crema,Tarrina 250g,2.8,387,1083.6,Efectivo,Queso crema
2024-02-20,2024-02,Davis Olivia,Central Supermarket,Smith Patricia,Florida,Orlando,Leche,Leche deslactosada,Litro,1.3,54,70.2,Transferencia bancaria,Leche deslactosada
2024-06-03,2024-06,Smith Noah,Exquisite Foods Market,Rogers Harper,Texas,Dallas,Otros,Dulce de leche,Frasco 250g,3.0,495,1485.0,Efectivo,Dulce de leche
2024-04-23,2024-04,Lee Charlotte,Select Market,Bélanger Theodore,California,San Francisco,Otros,Helado,Barra individual,1.5,598,897.0,Tarjeta de crédito,Helado
2024-02-16,2024-02,Davis Olivia,The Food Barn,Tremblay Ana,Nueva York,Rochester,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,789,3156.0,Tarjeta de crédito,Mantequilla con sal
2024-05-13,2024-05,Anderson James,The Pantry,Wilson Ethan,Massachusetts,Boston,Otros,Cuajada,Envase 250g,2.2,388,853.6,PayPal,Cuajada
2024-09-19,2024-09,Jackson George,Exquisite Foods Market,Rogers Harper,Massachusetts,Springfield,Cremas,Queso crema,Tarrina 250g,2.8,271,758.8,Transferencia bancaria,Queso crema
2024-05-02,2024-05,Jackson George,Super Everything,Fraser Michael,Massachusetts,Springfield,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,596,2384.0,Efectivo,Mantequilla con sal
2024-12-28,2024-12,Zeller Sophie,Corner Delicatessen,Clark Eleonor,Massachusetts,Lowell,Otros,Cuajada,Envase 250g,2.2,857,1885.4,Efectivo,Cuajada
2024-03-31,2024-03,Lee Charlotte,Culinary Treasures,Koch Emma,Florida,Jacksonville,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,736,4232.0,Efectivo,Mantequilla clarificada (ghee)
2024-03-10,2024-03,Smith Noah,My Market,Johnson Alice,Texas,Houston,Cremas,Crema de leche,Cartón 946ml,5.99,374,2240.26,PayPal,Crema de leche
2024-01-23,2024-01,Jackson George,Culinary Treasures,Koch Emma,California,San Diego,Otros,Dulce de leche,Frasco 250g,3.0,365,1095.0,Transferencia bancaria,Dulce de leche
2024-07-02,2024-07,Anderson James,Pekos Foods,Dubbois Frank,Massachusetts,Springfield,Quesos,Queso ricota,Envase 250g,4.0,817,3268.0,PayPal,Queso ricota
2024-12-09,2024-12,Anderson James,Super Everything,Fraser Michael,California,Los Angeles,Cremas,Queso crema,Tarrina 250g,2.8,478,1338.4,Tarjeta de débito,Queso crema
2024-08-19,2024-08,Zeller Sophie,Town Market,Gagnon James,Texas,Austin,Yogur,Kumis,Botella 1L,2.5,93,232.5,Tarjeta de crédito,Kumis
2024-12-26,2024-12,Lee Charlotte,The Grocery Store,McBride Evelyn,Texas,San Antonio,Leche,Leche condensada,Lata 397g,2.5,690,1725.0,PayPal,Leche condensada
2024-09-21,2024-09,Smith Noah,Super Everything,Fraser Michael,California,San Francisco,Yogur,Kumis,Botella 1L,2.5,841,2102.5,Tarjeta de débito,Kumis
2024-03-20,2024-03,Zeller Sophie,Corner Delicatessen,Clark Eleonor,Texas,Dallas,Leche,Leche evaporada,Lata 354ml,2.3,852,1959.6,Efectivo,Leche evaporada
2024-10-07,2024-10,Lee Charlotte,Corner Delicatessen,Clark Eleonor,Nueva York,New York City,Cremas,Queso crema,Tarrina 250g,2.8,510,1428.0,Efectivo,Queso crema
2024-01-06,2024-01,Anderson James,My Market,Johnson Alice,Nueva York,Yonkers,Quesos,Queso mozzarella,Paquete 200g,3.75,824,3090.0,PayPal,Queso mozzarella
2024-08-28,2024-08,Williams Chloe,The Food Barn,Tremblay Ana,Florida,Orlando,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,735,3087.0,Efectivo,Mantequilla sin sal
2024-08-03,2024-08,Lee Charlotte,The Grocery Store,McBride Evelyn,Nueva York,Buffalo,Leche,Leche entera,Litro,1.25,880,1100.0,Efectivo,Leche entera
2024-09-23,2024-09,Zeller Sophie,The Food Barn,Tremblay Ana,Florida,Miami,Leche,Leche en polvo,Bolsa 400g,3.0,375,1125.0,Efectivo,Leche en polvo
2024-07-10,2024-07,Anderson James,Central Supermarket,Smith Patricia,Nueva York,Yonkers,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,211,1213.25,Tarjeta de débito,Mantequilla clarificada (ghee)
2024-03-24,2024-03,Zeller Sophie,Super Everything,Fraser Michael,Massachusetts,Lowell,Cremas,Crema batida,Spray 250ml,3.75,648,2430.0,PayPal,Crema batida
2024-03-29,2024-03,Jackson George,The House of Flavor,McAllister Alexander,Texas,Dallas,Leche,Leche semidescremada,Litro,1.2,660,792.0,Transferencia bancaria,Leche semidescremada
